,StartDate,EndDate,ResponseId,Country,cond,condName,WEPTcc,BELIEFcc,POLICYcc,SHAREcc,Intervention_order,Belief1 ,Belief2,Belief3,Belief4,Policy1,Policy2,Policy3,Policy4,Policy5,Policy6,Policy7,Policy8,Policy9,Trust_sci1_1,Trust_sci2_1,Trust_gov_1,ID_hum_1,ID_GC_1,Enviro_ID_1,Enviro_ID_2,Enviro_ID_3,Enviro_ID_4,Enviro_motiv_1,Enviro_motiv_11,Enviro_motiv_12,Enviro_motiv_13,Enviro_motiv_14,Enviro_motiv_15,Enviro_motiv_16,Enviro_motiv_17,Enviro_motiv_18,Enviro_motiv_20,PlurIgnoranceItem_1,probe_CC_1,probe_GW_1,probe_GH_1,probe_CCrisis_1,probe_GE_1,probe_CE_1,probe_CP_1,probe_CEmerg_1,probe_CPoll_1,Gender,Age,Politics2_1,Politics2_9,Edu,Income,Indirect_SES,MacArthur_SES,PerceivedSciConsensu_1,Intro_Timer,condition_time_total,ide,ide_c,age_c,income_c,edu_c,ide_low,ide_high,GenderBin,gend_effects,cond_effects,belief_avg,policy_avg
4465,2/19/23 14:47,2/19/23 15:03,R_3qfFKqlLyX2W2PQ,USA,6,SystemJust,4,92.75,59,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,79,100,92,100,21,52,76,76,74,76,76,60,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49,40,40,4,6,"1,2,3,5,6,7",6,94,11.589,90.676,40,-10,9.86382,1.794854,1.145034,20,-40,0,-0.5,0.5,92.75,59
4472,2/19/23 15:02,2/19/23 15:09,R_2tbzr3UzIvhYdDw,USA,6,SystemJust,0,93.75,93.55555556,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,88,95,94,98,94,92,94,92,92,94,96,94,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,21,11,32,3,8,"1,2,3,4,5,6,7",6,92,5.545,87.429,21.5,-28.5,-18.13618,3.794854,0.145034,1.5,-58.5,NA,NA,0.5,93.75,93.55555556
4479,2/19/23 15:00,2/19/23 15:21,R_2aLgQAPECyPBP5P,USA,1,Control,8,78.25,80.55555556,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,80,79,78,76,83,84,83,79,83,80,85,93,55,69,77,74,78,73,84,73,74,86,78,90,81,88,84,73,96,86,80,94,82,NA,NA,NA,NA,NA,NA,90,NA,NA,1,21,59,81,2,5,5,6,70,10.001,130.2,70,20,-18.13618,0.794854,-0.854966,50,-10,0,-0.5,-0.5,78.25,80.55555556
4481,2/19/23 15:18,2/19/23 15:26,R_1jqhiZkCQnjWvkd,USA,6,SystemJust,1,100,56.22222222,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,100,100,100,100,15,63,23,100,100,100,43,60,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,6,35,3,8,"2,3,4,5,6,7",7,94,7.547,59.418,20.5,-29.5,-20.13618,3.794854,0.145034,0.5,-59.5,1,0.5,0.5,100,56.22222222
4491,2/19/23 15:21,2/19/23 15:43,R_1gGdLqHvKFWLKJ9,USA,1,Control,0,87.75,81.44444444,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,87,88,88,88,84,86,74,86,69,86,92,94,62,89,91,71,93,82,80,86,80,80,30,43,77,39,19,60,21,38,72,56,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,53,7,9,3,4,"1,3,5,6,7",4,87,66.915,421.557,8,-42,13.86382,-0.205146,0.145034,-12,-72,0,-0.5,-0.5,87.75,81.44444444
4492,2/19/23 15:44,2/19/23 15:49,R_1rdkeXyqDgcxlwQ,USA,6,SystemJust,0,99.75,81.33333333,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,100,99,100,48,99,99,99,84,98,100,99,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,99,100,3,5,"1,2,3,4,5,6,7",6,88,12.447,32.321,99.5,49.5,-20.13618,0.794854,0.145034,79.5,19.5,1,0.5,0.5,99.75,81.33333333
4497,2/19/23 15:48,2/19/23 15:55,R_2U6kwWgz24qPn4K,USA,1,Control,0,48.75,41.77777778,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,24,21,100,50,0,60,20,100,20,50,26,100,0,50,50,70,40,70,41,22,11,31,27,3,1,2,2,9,9,8,11,19,41,NA,NA,NA,NA,NA,NA,NA,29,NA,1,18,38,82,2,6,"1,2,3,4,5,6,7",6,30,9.836,108.706,60,10,-21.13618,1.794854,-0.854966,40,-20,0,-0.5,-0.5,48.75,41.77777778
4503,2/19/23 15:43,2/19/23 15:59,R_3PG34IneHe1Jln8,USA,1,Control,2,0,12.22222222,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,0,0,0,0,0,40,20,0,0,40,0,10,0,10,0,0,21,0,80,80,30,80,10,50,50,50,35,35,50,50,50,50,55,NA,NA,NA,NA,7,NA,NA,NA,NA,1,23,100,89,3,3,"2,6,7",3,0,18.601,293.087,94.5,44.5,-16.13618,-1.205146,0.145034,74.5,14.5,0,-0.5,-0.5,0,12.22222222
4513,2/19/23 15:35,2/19/23 16:07,R_21iSSmcl6CJk0gJ,USA,6,SystemJust,8,51.25,50,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,53,51,49,52,50,50,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43,56,53,3,5,"1,2,3,4,5,6,7",6,51,8.758,74.83,54.5,4.5,3.86382,0.794854,0.145034,34.5,-25.5,1,0.5,0.5,51.25,50
4516,2/19/23 15:53,2/19/23 16:14,R_3gXB92AtrDEOOXQ,USA,6,SystemJust,8,100,100,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52,21,21,3,4,"1,3,4,5,6,7",4,70,19.475,140.569,21,-29,12.86382,-0.205146,0.145034,1,-59,0,-0.5,0.5,100,100
4527,2/19/23 16:11,2/19/23 16:36,R_1eV6uvUbhzJNpcu,USA,1,Control,8,97.25,75.55555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,89,100,100,100,50,100,60,100,50,100,90,100,30,80,95,60,40,70,70,80,30,20,30,10,80,20,30,100,0,60,90,60,60,80,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,NA,3,NA,"1,3,4,6,7",7,80,11.011,434.716,NA,NA,-18.13618,NA,0.145034,NA,NA,0,-0.5,-0.5,97.25,75.55555556
4533,2/19/23 16:48,2/19/23 17:00,R_1jcDhHPvnuVFWaf,USA,1,Control,0,100,60.55555556,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,50,30,30,100,20,100,100,100,15,NA,50,50,90,60,100,100,50,50,11,0,0,0,0,50,33,100,33,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,51,54,3,4,"1,2,3,4,5,6,7",6,70,15.365,219.372,52.5,2.5,-21.13618,-0.205146,0.145034,32.5,-27.5,0,-0.5,-0.5,100,60.55555556
4534,2/19/23 16:46,2/19/23 17:01,R_bQ3E0IRzxHt0DzX,USA,6,SystemJust,1,7,25.55555556,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,0,17,6,5,0,0,25,55,0,100,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52,63,92,3,5,"1,2,3,4,5,6,7",3,82,14.281,48.478,77.5,27.5,12.86382,0.794854,0.145034,57.5,-2.5,0,-0.5,0.5,7,25.55555556
4542,2/19/23 17:39,2/19/23 17:44,R_0GwyAudfaxP58yZ,USA,1,Control,0,87,57.11111111,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,84,88,86,90,31,53,49,54,58,74,73,59,63,NA,52,51,63,79,55,53,54,55,53,63,73,66,62,78,71,59,59,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,67,58,4,NA,"1,2,3,4,5,6,7",5,54,4.779,54.391,62.5,12.5,-14.13618,NA,1.145034,42.5,-17.5,0,-0.5,-0.5,87,57.11111111
4546,2/19/23 17:51,2/19/23 18:13,R_3ETrccTAzusNKKv,USA,6,SystemJust,3,87.5,73.77777778,NA,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,86,89,91,84,78,62,73,87,67,88,72,83,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,10,15,3,2,"1,3,4,5,6,7",3,69,13.058,148.186,12.5,-37.5,25.86382,-2.205146,0.145034,-7.5,-67.5,0,-0.5,0.5,87.5,73.77777778
4554,2/19/23 18:23,2/19/23 18:42,R_8IghHzZPqNoYWpb,USA,6,SystemJust,3,99.5,88.11111111,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,100,100,99,99,49,100,100,99,89,99,99,100,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23,2,100,3,5,"1,2,4,5,6,7",7,100,11.575,75.501,51,1,-16.13618,0.794854,0.145034,31,-29,0,-0.5,0.5,99.5,88.11111111
4555,2/19/23 18:34,2/19/23 18:43,R_udNfeo47OgOPh73,USA,1,Control,0,94.5,68.11111111,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,92,100,91,95,0,84,49,86,82,100,88,100,24,80,91,19,55,38,58,79,89,63,89,9,87,93,41,95,6,93,94,93,63,91,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,NA,3,4,"1,4,5,6",4,65,8.079,197.207,NA,NA,-18.13618,-0.205146,0.145034,NA,NA,0,-0.5,-0.5,94.5,68.11111111
4556,2/19/23 18:21,2/19/23 18:44,R_Y3yZ5xIloDht36V,USA,1,Control,8,100,99.77777778,1,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,100,100,100,98,100,100,100,100,100,84,86,70,97,94,100,100,100,98,9,8,51,5,2,98,10,96,100,100,80,100,NA,NA,NA,NA,NA,NA,NA,NA,1,63,100,54,3,6,"1,2,5,6",7,75,15.827,237.211,77,27,23.86382,1.794854,0.145034,57,-3,0,-0.5,-0.5,100,99.77777778
4562,2/19/23 19:24,2/19/23 19:38,R_O2sLpF1Ohz2zh5v,USA,6,SystemJust,1,87.5,83.88888889,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,66,100,84,100,100,44,83,100,100,100,81,83,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,63,72,4,8,"1,2,3,4,5,6,7",7,75,11.709,53.267,67.5,17.5,-14.13618,3.794854,1.145034,47.5,-12.5,0,-0.5,0.5,87.5,83.88888889
4565,2/19/23 19:32,2/19/23 19:51,R_2uEyNz05ktc5fru,USA,1,Control,4,100,74.33333333,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,100,100,100,100,1,100,100,100,36,100,100,100,32,61,81,NA,100,100,98,99,97,97,4,0,100,0,0,100,1,100,100,100,61,NA,NA,100,NA,NA,NA,NA,NA,NA,1,23,52,51,3,4,"1,3,4,5,6,7",7,81,11.198,147.944,51.5,1.5,-16.13618,-0.205146,0.145034,31.5,-28.5,0,-0.5,-0.5,100,74.33333333
4591,2/19/23 23:23,2/19/23 23:30,R_3lSR7BNRWSg1SVA,USA,6,SystemJust,2,89.25,93.55555556,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,66,91,100,100,100,90,70,100,100,100,100,100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,9,10,3,5,"2,3,4,5,6,7",6,80,5.532,38.278,9.5,-40.5,-19.13618,0.794854,0.145034,-10.5,-70.5,0,-0.5,0.5,89.25,93.55555556
4598,2/20/23 1:31,2/20/23 1:42,R_2aeLFgLR4EMA0lw,USA,6,SystemJust,1,100,58.22222222,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,100,100,100,100,100,1,1,47,100,100,75,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,85,82,2,5,"1,2,3,5,6,7",2,100,5.501,67.43,83.5,33.5,-20.13618,0.794854,-0.854966,63.5,3.5,0,-0.5,0.5,100,58.22222222
4603,2/20/23 4:35,2/20/23 4:43,R_2YxHEbfs3aFPXig,USA,1,Control,0,80.25,77.33333333,NA,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,58,63,100,100,100,100,21,100,50,100,100,100,25,48,33,4,60,35,100,100,100,100,47,10,100,49,47,49,45,37,46,44,48,NA,NA,NA,NA,NA,NA,NA,NA,50,2,20,75,55,2,1,"1,3,4,6,7",6,71,10.174,126.396,65,15,-19.13618,-3.205146,-0.854966,45,-15,1,0.5,-0.5,80.25,77.33333333
4610,2/20/23 7:17,2/20/23 7:23,R_ZdAkYwLkE19ooLf,USA,6,SystemJust,0,2.25,NA,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,NA,2,1,"2,4,6,7",5,0,8.954,33,NA,NA,-18.13618,-3.205146,-0.854966,NA,NA,0,-0.5,0.5,2.25,NA
4611,2/20/23 7:17,2/20/23 7:29,R_ROg2u1AiltarYFX,USA,1,Control,3,53,33,0,PolicySupport|BeliefinAnthrCC|SocialmediasharingPipedText,53,73,50,36,12,28,50,7,11,63,53,69,4,53,49,4,67,57,55,52,24,30,8,55,6,6,6,62,8,75,9,62,29,NA,NA,NA,NA,NA,NA,NA,70,NA,1,21,47,81,3,5,"1,2,4,5,6,7",5,66,5.767,121.271,64,14,-18.13618,0.794854,0.145034,44,-16,0,-0.5,-0.5,53,33
4624,2/20/23 13:42,2/20/23 14:00,R_2duaSG4gNum6gNa,USA,6,SystemJust,8,35.75,52.44444444,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,44,25,57,17,31,61,6,59,56,76,63,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,75,70,2,4,"1,2,3,4,5,6,7",6,70,5.501,43.624,72.5,22.5,-14.13618,-0.205146,-0.854966,52.5,-7.5,0,-0.5,0.5,35.75,52.44444444
4632,2/20/23 17:06,2/20/23 17:21,R_880teuH7ewYXzJD,USA,1,Control,1,67.25,54.33333333,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,79,52,69,69,45,50,29,75,35,59,67,66,63,72,81,50,76,38,64,70,34,68,56,70,25,61,66,64,64,67,34,62,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23,82,61,3,6,"1,2,3,4,5,6",7,73,7.22,71.829,71.5,21.5,-16.13618,1.794854,0.145034,51.5,-8.5,0,-0.5,-0.5,67.25,54.33333333
4640,2/20/23 19:08,2/20/23 19:21,R_2VBGoO4nXQ5hiDi,USA,6,SystemJust,0,95.5,95.33333333,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,95,87,100,100,85,100,100,100,87,100,100,100,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,9,18,3,5,"1,2,3,4,5,6,7",7,82,9.793,72.184,13.5,-36.5,-14.13618,0.794854,0.145034,-6.5,-66.5,0,-0.5,0.5,95.5,95.33333333
4647,2/20/23 19:47,2/20/23 20:00,R_AcxhrOxRfvftI1H,USA,6,SystemJust,0,50.5,55.55555556,0,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,51,47,56,48,30,50,60,70,30,80,70,80,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,3,5,"1,2,3,4,5,6,7",7,60,39.299,169.555,NA,NA,-19.13618,0.794854,0.145034,NA,NA,0,-0.5,0.5,50.5,55.55555556
4652,2/20/23 20:10,2/20/23 20:36,R_3PzS5JclFQxkt1Y,USA,6,SystemJust,8,35,6,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,48,16,40,36,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23,73,NA,2,1,"1,6",9,NA,4.87,169.826,NA,NA,-16.13618,-3.205146,-0.854966,NA,NA,1,0.5,0.5,35,NA
4657,2/20/23 21:04,2/20/23 21:23,R_23UI2PsujCbWMYb,USA,1,Control,3,32.5,67.88888889,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,35,21,32,42,71,63,65,55,74,72,81,63,67,70,70,73,74,77,71,70,68,55,63,66,57,52,62,57,66,76,56,67,70,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,23,60,69,2,5,"1,2,3,4,5,6,7",5,69,47.622,69.779,64.5,14.5,-16.13618,0.794854,-0.854966,44.5,-15.5,NA,NA,-0.5,32.5,67.88888889
4662,2/20/23 21:34,2/20/23 22:00,R_2wAj02fjUZGb8XS,USA,1,Control,8,92,87.88888889,0,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,68,100,100,100,90,72,100,100,69,100,100,100,60,95,100,68,100,100,100,100,100,100,2,1,3,0,3,0,1,100,100,100,88,NA,NA,NA,NA,NA,NA,100,NA,NA,1,62,NA,NA,3,5,"1,2,3,4,5,6,7",7,70,24.09,317.238,NA,NA,22.86382,0.794854,0.145034,NA,NA,0,-0.5,-0.5,92,87.88888889
4675,2/20/23 23:54,2/21/23 0:02,R_3KpU911TxClr5jl,USA,6,SystemJust,2,69.25,73.44444444,1,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,63,69,75,70,63,96,64,62,63,63,85,90,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,49,49,3,1,"1,2,3,4,5,6,7",8,73,5.318,38.681,49,-1,-20.13618,-3.205146,0.145034,29,-31,0,-0.5,0.5,69.25,73.44444444
4679,2/21/23 0:08,2/21/23 0:16,R_3R8kkUxoJwigNVZ,USA,1,Control,0,14,53.88888889,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,28,11,13,4,4,79,49,71,66,72,69,70,5,53,48,30,75,36,68,70,54,67,69,53,53,71,77,76,55,21,50,22,60,NA,NA,NA,NA,NA,65,NA,NA,NA,1,23,75,82,3,4,"2,3,4,6,7",5,77,5.639,112.953,78.5,28.5,-16.13618,-0.205146,0.145034,58.5,-1.5,0,-0.5,-0.5,14,53.88888889
4683,2/21/23 1:00,2/21/23 1:13,R_Us7WzmWRgdOUPD3,USA,1,Control,1,58.25,42.66666667,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,67,57,59,50,10,32,32,90,14,58,81,47,20,47,58,27,48,55,70,69,56,67,40,51,25,13,50,77,24,55,26,45,43,NA,NA,NA,NA,NA,45,NA,NA,NA,1,25,47,53,2,4,"1,2,3,4,5,6,7",5,56,10.626,179.107,50,0,-14.13618,-0.205146,-0.854966,30,-30,0,-0.5,-0.5,58.25,42.66666667
4689,2/21/23 2:11,2/21/23 2:19,R_1flMQIzCJ2jcqCG,USA,1,Control,0,94.75,97.44444444,0,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,95,96,94,94,100,89,100,100,100,100,100,100,88,92,98,70,21,5,80,79,20,14,4,1,2,9,0,60,35,80,42,82,44,NA,NA,NA,NA,71,NA,NA,NA,NA,1,21,20,20,2,1,"1,2,4,5,6,7",4,99,10.156,156.124,20,-30,-18.13618,-3.205146,-0.854966,0,-60,0,-0.5,-0.5,94.75,97.44444444
4693,2/21/23 3:54,2/21/23 4:15,R_2TzqKnamjk3Vqgy,USA,6,SystemJust,8,65.25,63.22222222,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,74,65,74,48,74,64,69,72,62,54,50,41,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,69,48,3,5,"1,2,3,4,5,6,7",8,58,13.482,60.417,58.5,8.5,-17.13618,0.794854,0.145034,38.5,-21.5,0,-0.5,0.5,65.25,63.22222222
4702,2/21/23 5:41,2/21/23 6:13,R_2XmwHYRPEx3MGQB,USA,1,Control,8,59.25,37,1,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,51,71,36,79,2,33,61,50,20,45,90,32,0,68,39,14,45,61,47,52,78,64,40,56,60,66,72,82,62,61,53,60,49,NA,NA,NA,NA,66,NA,NA,NA,NA,1,21,34,31,4,5,"1,2,3,4,5,6,7",8,34,5.155,125.912,32.5,-17.5,-18.13618,0.794854,1.145034,12.5,-47.5,0,-0.5,-0.5,59.25,37
4707,2/21/23 7:42,2/21/23 7:47,R_1rp6OSYyN47sWe2,USA,6,SystemJust,0,90,86.55555556,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,92,92,84,92,67,91,85,92,92,91,88,80,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,3,12,3,5,"1,2,3,4,5,6,7",3,93,13.176,67.483,7.5,-42.5,-14.13618,0.794854,0.145034,-12.5,-72.5,0,-0.5,0.5,90,86.55555556
4714,2/21/23 8:35,2/21/23 8:45,R_2tFOpBoTLg4Itpu,USA,1,Control,0,52.75,51.66666667,0,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,62,47,50,52,44,56,54,62,47,44,54,75,29,72,61,51,54,41,49,57,43,43,17,14,25,11,14,12,17,11,13,25,75,NA,NA,NA,NA,NA,NA,NA,NA,63,1,19,50,50,3,NA,"1,2,3,4,5,6,7",7,72,90.958,185.088,50,0,-20.13618,NA,0.145034,30,-30,0,-0.5,-0.5,52.75,51.66666667
4722,2/21/23 10:23,2/21/23 10:29,R_11hztsofdyqSakK,USA,6,SystemJust,0,9.5,23.11111111,NA,PolicySupport|SocialmediasharingPipedText|BeliefinAnthrCC,10,9,9,10,8,28,7,21,12,76,8,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,51,50,NA,NA,"5,6",4,6,5.998,38.357,50.5,0.5,-18.13618,NA,NA,30.5,-29.5,NA,NA,0.5,9.5,23.11111111
4731,2/21/23 12:32,2/21/23 12:50,R_3ISmafgpmrN1YWs,USA,6,SystemJust,3,65.5,65.5,1,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,55,97,76,34,NA,NA,NA,55,61,53,42,100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,96,51,2,NA,"2,3,4,7",3,98,12.589,160.831,73.5,23.5,-17.13618,NA,-0.854966,53.5,-6.5,1,0.5,0.5,65.5,NA
4736,2/21/23 14:16,2/21/23 14:26,R_1NCC6jp0bEWX6Ik,USA,1,Control,0,100,62.33333333,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,100,100,100,100,41,60,56,77,17,100,97,100,13,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,100,100,NA,NA,NA,NA,95,NA,NA,NA,NA,1,25,53,97,3,5,"1,2,3,5,7",4,94,42.991,147.684,75,25,-14.13618,0.794854,0.145034,55,-5,0,-0.5,-0.5,100,62.33333333
4741,2/21/23 15:24,2/21/23 15:36,R_TqqG0AZPpnBzKrD,USA,6,SystemJust,1,85.5,68.71428571,1,BeliefinAnthrCC|SocialmediasharingPipedText|PolicySupport,90,100,75,77,36,NA,33,100,NA,100,100,99,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,71,52,2,4,"6,7",1,83,19.768,54.89,61.5,11.5,-15.13618,-0.205146,-0.854966,41.5,-18.5,0,-0.5,0.5,85.5,NA
4742,2/21/23 15:29,2/21/23 15:44,R_31ZstCQQO3DWNFZ,USA,1,Control,4,34.75,63.33333333,0,BeliefinAnthrCC|PolicySupport|SocialmediasharingPipedText,74,23,19,23,10,95,75,95,10,95,80,100,10,80,90,10,81,91,80,80,82,80,7,11,54,7,8,86,84,70,32,51,60,NA,NA,NA,NA,NA,60,NA,NA,NA,1,21,9,99,3,7,"1,2,3,4,5,6,7",7,91,10.901,172.769,54,4,-18.13618,2.794854,0.145034,34,-26,0,-0.5,-0.5,34.75,63.33333333
4751,2/21/23 18:05,2/21/23 18:11,R_9ZbYFQGU8bEPs6l,USA,1,Control,0,22.25,31.22222222,NA,SocialmediasharingPipedText|PolicySupport|BeliefinAnthrCC,61,7,14,7,7,11,15,67,12,100,12,57,0,47,NA,4,4,5,9,8,8,11,6,4,5,9,4,5,10,5,7,8,51,NA,NA,NA,NA,NA,NA,NA,NA,50,1,24,10,9,2,1,"1,3,4,6,7",4,10,7.602,89.045,9.5,-40.5,-15.13618,-3.205146,-0.854966,-10.5,-70.5,0,-0.5,-0.5,22.25,31.22222222
4755,2/21/23 19:14,2/21/23 19:22,R_1Hnl5rjduMKNuiE,USA,6,SystemJust,0,27.75,50.66666667,NA,SocialmediasharingPipedText|BeliefinAnthrCC|PolicySupport,0,74,8,29,0,43,80,80,0,100,53,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,NA,NA,2,NA,"2,3,4,6,7",2,71,23.169,74.604,NA,NA,-15.13618,NA,-0.854966,NA,NA,0,-0.5,0.5,27.75,50.66666667
